50
362	0	0	0	0	0	-26	-18	29	0	23	0	0	0	-21	0	-11	0	-27	-8	8	0	19	0	-17	0	0	-10	0	-11	-14	0	-27	-2	0	0	0	0	0	0	0	-12	0	0	-4	11	22	-24	0	0	919
0	-340	-14	-8	0	0	-15	0	0	21	27	24	0	0	0	0	27	0	25	4	0	4	5	0	0	24	0	0	0	-18	0	10	0	0	0	0	20	3	-14	-4	1	0	-25	0	0	0	-25	0	0	0	380
29	0	394	-9	0	0	0	0	2	0	0	-14	0	0	-22	14	0	0	0	21	0	0	-14	24	16	-1	18	0	-20	4	0	0	0	0	0	11	0	-25	-2	-17	-25	-5	0	0	19	-28	0	19	25	0	-436
0	0	29	399	-16	-14	0	0	0	0	0	-2	-11	-6	-26	16	-9	0	0	0	11	0	0	0	0	-4	28	-25	-11	0	0	18	0	-19	-21	22	1	-15	0	0	0	0	-22	0	0	0	0	0	-27	-22	278
0	-13	13	0	-364	22	-19	-30	25	0	2	11	0	0	0	-8	0	0	22	1	-16	0	0	0	20	0	-11	28	0	0	0	0	-12	12	0	-6	0	-22	10	0	0	0	0	15	-15	0	-3	-9	0	2	837
-15	26	-25	-17	0	-412	-17	0	0	11	0	0	-6	0	0	-3	17	-10	0	0	0	-29	-7	0	-2	14	20	0	0	26	-9	-15	0	0	26	17	0	0	18	0	0	1	0	-18	0	21	0	0	15	-14	-877
0	0	-23	0	-27	-24	434	0	0	0	-6	0	17	0	-30	0	21	0	0	-5	0	20	0	29	0	0	0	0	0	0	0	13	0	-22	0	0	29	0	0	-19	0	24	0	0	21	20	16	-28	0	-24	516
0	0	19	22	-23	-25	12	-453	0	0	0	0	-12	-10	17	13	-22	0	-16	-5	0	-15	0	-23	0	12	-4	17	8	0	0	8	16	7	0	15	11	29	0	-11	1	0	27	0	0	0	-19	0	11	0	174
0	0	0	0	0	-2	-1	0	394	0	-30	0	0	2	-20	14	11	0	10	11	-9	8	0	-17	12	0	-19	0	0	-2	-18	0	0	7	-11	-14	-4	-25	0	-12	24	0	0	22	0	-3	-21	-20	-24	0	70
0	0	0	0	0	0	0	0	2	-219	0	0	0	0	0	0	-30	0	4	0	0	26	0	0	-6	-8	-3	-8	6	-10	0	0	12	0	0	-13	6	7	0	7	-22	0	0	0	0	0	0	0	12	-23	-54
0	-3	-9	0	26	28	-27	0	-15	-18	-443	0	17	8	12	-10	-18	0	0	2	0	0	5	19	0	0	0	13	0	20	5	0	0	-7	0	27	20	0	-28	3	0	0	0	2	-9	19	-29	0	-6	-14	-738
0	5	0	0	-26	0	0	0	0	0	24	-397	0	0	0	25	0	0	0	0	-30	-1	-21	-2	-5	0	-30	-23	-22	7	0	2	-5	0	-18	0	18	0	18	0	26	24	0	-19	-4	0	3	18	0	0	195
0	0	0	0	13	0	1	-1	0	0	-14	28	-339	9	13	0	-15	0	0	0	0	0	-10	22	0	0	0	-23	0	0	0	-12	-13	5	0	0	0	0	0	0	27	28	9	-24	4	12	-3	28	-14	0	-374
-4	0	0	-23	0	0	0	-23	0	27	0	0	0	366	29	0	0	0	2	22	-23	22	-13	4	14	0	-2	-24	0	5	-28	0	-13	0	0	0	0	17	5	0	0	0	-7	-6	23	0	0	0	9	0	416
0	0	0	28	0	17	-1	0	-10	15	0	0	0	0	342	0	29	0	0	0	0	3	12	24	0	14	-26	0	3	0	0	0	-24	0	27	0	0	27	0	0	25	0	-10	3	0	0	0	4	0	20	27
0	0	0	6	0	-5	0	-7	-21	-4	28	-2	0	-4	0	423	0	-21	0	0	-10	-26	-12	-8	28	0	0	0	0	0	-20	0	-30	-8	-18	28	2	0	0	-12	-22	0	0	25	0	15	0	-16	26	0	-525
1	0	16	0	15	27	-3	25	0	0	0	-7	0	0	13	7	460	-11	0	20	27	0	11	20	0	0	25	0	0	-29	0	0	5	-29	-16	-24	0	0	-4	29	12	-20	-19	-8	0	-13	12	0	0	0	-771
20	12	0	0	18	0	-24	0	0	-23	8	0	0	0	0	0	15	-314	0	10	0	0	0	2	20	12	0	0	0	-23	0	0	0	0	0	-21	0	0	-17	11	-5	0	-20	0	0	-16	0	18	0	0	80
18	0	12	0	0	-30	0	-25	-10	0	18	3	-11	2	0	-4	0	-8	415	12	0	-17	0	0	0	0	0	0	28	0	0	16	28	28	0	-1	0	0	9	22	-14	-20	2	25	0	0	-29	0	0	0	-163
8	5	25	28	0	0	9	-15	0	0	4	0	0	-9	0	0	0	0	13	-374	-12	-24	0	4	0	3	-28	0	0	-18	27	0	0	0	3	21	13	0	0	0	0	-25	16	-21	-19	0	0	0	0	0	992
0	0	0	0	0	23	22	0	-3	0	-15	0	-18	1	0	13	0	-1	-19	21	334	-4	0	0	0	4	0	0	0	5	-22	-29	18	-4	0	7	0	21	0	0	15	-3	0	0	15	0	0	16	-13	0	761
28	27	29	-14	0	8	-4	-25	-2	-23	13	0	0	20	18	16	-6	6	22	0	0	575	0	0	-27	0	0	-27	0	2	0	-4	0	-25	-30	21	-14	-7	-25	26	25	-5	0	13	-17	-29	0	0	0	0	882
4	0	0	1	0	-30	-14	0	0	0	-1	13	24	0	0	-18	0	0	0	4	0	10	298	0	0	0	0	0	4	-10	-16	0	2	0	-15	22	0	29	0	0	-21	0	0	-1	0	0	-7	11	-23	-3	464
0	0	0	14	15	0	-20	0	0	-8	0	0	-24	4	0	0	25	0	0	0	27	0	0	-415	0	0	0	-15	18	3	-27	28	0	15	0	-22	0	17	0	19	0	-20	0	6	10	-18	7	0	-27	3	-637
0	15	0	0	0	22	13	-16	0	-5	-22	-25	0	0	13	0	-17	-18	9	0	0	0	-28	-7	-450	0	29	-16	0	0	-23	0	-18	2	0	0	0	0	28	0	0	0	24	-17	0	9	-11	-28	0	-25	-74
0	10	13	-1	1	-29	0	-5	0	-10	12	0	0	0	28	0	-2	0	29	0	8	0	0	17	-9	321	0	-8	5	0	0	29	1	-6	-19	8	13	0	0	0	5	15	0	-6	0	5	0	0	10	0	602
29	0	-15	-4	-6	-26	0	0	0	0	-18	0	0	24	0	-23	-11	0	11	8	0	0	9	-11	-11	-17	385	19	0	0	0	10	24	0	-30	-13	10	0	0	-26	0	0	0	0	0	0	-6	0	0	-12	-808
-17	-13	0	-4	0	0	0	0	-11	0	-6	-18	0	5	0	-29	-21	0	-11	0	0	0	-15	0	-14	0	-12	-411	-13	0	0	16	-5	4	0	13	0	-21	18	-24	0	25	-25	-7	-12	0	0	-21	1	-9	-569
0	-26	-9	-25	-2	0	0	0	-13	0	0	-24	5	0	-23	0	11	-14	-16	0	0	2	-25	0	-3	-3	21	-26	315	0	0	0	0	0	0	-16	0	0	0	0	0	0	0	-10	0	0	-11	20	0	0	-36
